ADD ITEM BAG NEW Nhị vĩ, SL: 1 lý do: Lệnh chat ADMIN, TIME: 18/03/2024 09:54 SA
ADD BẠC KHÓA +8, tổng: 100000427 lý do: Nhặt từ Map, TIME: 13/08/2025 21:49 PM

ADD BẠC KHÓA +4, tổng: 100000431 lý do: Nhặt từ Map, TIME: 13/08/2025 21:49 PM

ADD BẠC KHÓA +8, tổng: 100000439 lý do: Nhặt từ Map, TIME: 13/08/2025 21:49 PM

ADD BẠC KHÓA +8, tổng: 100000447 lý do: Nhặt từ Map, TIME: 13/08/2025 21:50 PM

ADD ITEM BAG NEW Đá cấp 1, SL: 1 lý do: Nhặt từ Map: 83, TIME: 13/08/2025 21:50 PM

ADD ITEM BAG NEW Đá cấp 2, SL: 1 lý do: Ghép đá, TIME: 13/08/2025 21:50 PM

ADD BẠC KHÓA +10, tổng: 100000439 lý do: Nhặt từ Map, TIME: 13/08/2025 21:50 PM

ADD BẠC KHÓA +9, tổng: 100000448 lý do: Nhặt từ Map, TIME: 13/08/2025 21:50 PM

ADD BẠC KHÓA +7, tổng: 100000455 lý do: Nhặt từ Map, TIME: 13/08/2025 21:50 PM

ADD BẠC KHÓA +10, tổng: 100000465 lý do: Nhặt từ Map, TIME: 13/08/2025 21:50 PM

ADD BẠC KHÓA +1, tổng: 100000466 lý do: Nhặt từ Map, TIME: 13/08/2025 21:50 PM

ADD BẠC KHÓA +11, tổng: 100000477 lý do: Nhặt từ Map, TIME: 13/08/2025 21:50 PM

ADD BẠC KHÓA +6, tổng: 100000483 lý do: Nhặt từ Map, TIME: 13/08/2025 21:50 PM

ADD BẠC KHÓA +5, tổng: 100000488 lý do: Nhặt từ Map, TIME: 13/08/2025 21:50 PM

ADD BẠC KHÓA +5, tổng: 100000493 lý do: Nhặt từ Map, TIME: 13/08/2025 21:50 PM

ADD ITEM BAG NEW Đá cấp 1, SL: 1 lý do: Nhặt từ Map: 83, TIME: 13/08/2025 21:50 PM

ADD BẠC KHÓA +11, tổng: 100000504 lý do: Nhặt từ Map, TIME: 13/08/2025 21:50 PM

ADD BẠC KHÓA +1, tổng: 100000505 lý do: Nhặt từ Map, TIME: 13/08/2025 21:50 PM

ADD BẠC KHÓA +5, tổng: 100000510 lý do: Nhặt từ Map, TIME: 13/08/2025 21:50 PM

ADD ITEM BAG NEW Đá cấp 1, SL: 1 lý do: Nhặt từ Map: 83, TIME: 13/08/2025 21:50 PM

ADD ITEM BAG NEW Đá cấp 2, SL: 1 lý do: Ghép đá, TIME: 13/08/2025 21:50 PM

ADD ITEM BAG NEW Đá cấp 2, SL: 1 lý do: Ghép đá, TIME: 13/08/2025 21:50 PM

ADD ITEM BAG NEW Đá cấp 1, SL: 1 lý do: Nhặt từ Map: 83, TIME: 13/08/2025 21:50 PM

ADD BẠC KHÓA +1, tổng: 100000421 lý do: Nhặt từ Map, TIME: 13/08/2025 21:50 PM

ADD BẠC KHÓA +7, tổng: 100000428 lý do: Nhặt từ Map, TIME: 13/08/2025 21:50 PM

ADD ITEM BAG NEW Đá cấp 1, SL: 1 lý do: Nhặt từ Map: 83, TIME: 13/08/2025 21:50 PM

ADD ITEM BAG NEW Đá cấp 2, SL: 1 lý do: Ghép đá, TIME: 13/08/2025 21:50 PM

ADD ITEM BAG NEW Đá cấp 3, SL: 1 lý do: Ghép đá, TIME: 13/08/2025 21:50 PM

ADD BẠC KHÓA +11, tổng: 100000349 lý do: Nhặt từ Map, TIME: 13/08/2025 21:50 PM

ADD BẠC KHÓA +11, tổng: 100000360 lý do: Nhặt từ Map, TIME: 13/08/2025 21:50 PM

ADD ITEM BAG NEW Đá cấp 3, SL: 1 lý do: Ghép đá, TIME: 13/08/2025 21:50 PM

ADD BẠC KHÓA +11, tổng: 100000083 lý do: Nhặt từ Map, TIME: 13/08/2025 21:50 PM

ADD ITEM BAG NEW Đá cấp 1, SL: 1 lý do: Nhặt từ Map: 83, TIME: 13/08/2025 21:50 PM

ADD BẠC KHÓA +7, tổng: 100000090 lý do: Nhặt từ Map, TIME: 13/08/2025 21:50 PM

ADD BẠC KHÓA +5, tổng: 100000095 lý do: Nhặt từ Map, TIME: 13/08/2025 21:50 PM

ADD BẠC KHÓA +9, tổng: 100000104 lý do: Nhặt từ Map, TIME: 13/08/2025 21:50 PM

ADD BẠC KHÓA +10, tổng: 100000114 lý do: Nhặt từ Map, TIME: 13/08/2025 21:50 PM

ADD BẠC KHÓA +1, tổng: 100000115 lý do: Nhặt từ Map, TIME: 13/08/2025 21:50 PM

ADD ITEM BAG NEW Đá cấp 1, SL: 1 lý do: Nhặt từ Map: 83, TIME: 13/08/2025 21:50 PM

ADD ITEM BAG NEW Đá cấp 1, SL: 1 lý do: Ghép đá, TIME: 13/08/2025 21:50 PM

ADD BẠC KHÓA +5, tổng: 100000102 lý do: Nhặt từ Map, TIME: 13/08/2025 21:50 PM

ADD BẠC KHÓA +9, tổng: 100000111 lý do: Nhặt từ Map, TIME: 13/08/2025 21:50 PM

ADD BẠC KHÓA +9, tổng: 100000120 lý do: Nhặt từ Map, TIME: 13/08/2025 21:50 PM

ADD BẠC KHÓA +10, tổng: 100000130 lý do: Nhặt từ Map, TIME: 13/08/2025 21:50 PM

ADD BẠC KHÓA +3, tổng: 100000133 lý do: Nhặt từ Map, TIME: 13/08/2025 21:50 PM

ADD BẠC KHÓA +8, tổng: 100000141 lý do: Nhặt từ Map, TIME: 13/08/2025 21:50 PM

ADD BẠC KHÓA +7, tổng: 100000148 lý do: Nhặt từ Map, TIME: 13/08/2025 21:50 PM

ADD BẠC KHÓA +9, tổng: 100000157 lý do: Nhặt từ Map, TIME: 13/08/2025 21:50 PM

ADD BẠC KHÓA +2, tổng: 100000159 lý do: Nhặt từ Map, TIME: 13/08/2025 21:50 PM

ADD ITEM BAG NEW Đá cấp 1, SL: 1 lý do: Nhặt từ Map: 83, TIME: 13/08/2025 21:50 PM

ADD ITEM BAG NEW Đá cấp 1, SL: 1 lý do: Ghép đá, TIME: 13/08/2025 21:50 PM

ADD ITEM BAG NEW Đá cấp 1, SL: 1 lý do: Nhặt từ Map: 83, TIME: 13/08/2025 21:50 PM

ADD BẠC KHÓA +10, tổng: 100000151 lý do: Nhặt từ Map, TIME: 13/08/2025 21:50 PM

ADD ITEM BAG NEW Đá cấp 1, SL: 1 lý do: Nhặt từ Map: 83, TIME: 13/08/2025 21:50 PM

ADD BẠC KHÓA +6, tổng: 100000157 lý do: Nhặt từ Map, TIME: 13/08/2025 21:50 PM

ADD BẠC KHÓA +11, tổng: 100000168 lý do: Nhặt từ Map, TIME: 13/08/2025 21:50 PM

ADD ITEM BAG NEW Đá cấp 2, SL: 1 lý do: Ghép đá, TIME: 13/08/2025 21:50 PM

ADD BẠC KHÓA +6, tổng: 100000156 lý do: Nhặt từ Map, TIME: 13/08/2025 21:50 PM

ADD BẠC KHÓA +11, tổng: 100000167 lý do: Nhặt từ Map, TIME: 13/08/2025 21:50 PM

ADD ITEM BAG NEW Vô hạn Di Chuyển phù, SL: 1 lý do: Mua từ shop, TIME: 13/08/2025 21:50 PM

ADD BẠC KHÓA +6, tổng: 100000173 lý do: Nhặt từ Map, TIME: 13/08/2025 21:51 PM

ADD ITEM BAG NEW Đá cấp 1, SL: 1 lý do: Nhặt từ Map: 62, TIME: 13/08/2025 21:51 PM

ADD ITEM BAG NEW Đá cấp 1, SL: 1 lý do: Ghép đá, TIME: 13/08/2025 21:51 PM

ADD BẠC KHÓA +2, tổng: 100000157 lý do: Nhặt từ Map, TIME: 13/08/2025 21:51 PM

ADD BẠC KHÓA +2, tổng: 100000159 lý do: Nhặt từ Map, TIME: 13/08/2025 21:51 PM

ADD BẠC KHÓA +11, tổng: 100000170 lý do: Nhặt từ Map, TIME: 13/08/2025 21:51 PM

ADD BẠC KHÓA +10, tổng: 100000180 lý do: Nhặt từ Map, TIME: 13/08/2025 21:51 PM

ADD BẠC KHÓA +5, tổng: 100000185 lý do: Nhặt từ Map, TIME: 13/08/2025 21:56 PM

ADD BẠC KHÓA +4, tổng: 100000189 lý do: Nhặt từ Map, TIME: 13/08/2025 21:56 PM

ADD BẠC KHÓA +10, tổng: 100000199 lý do: Nhặt từ Map, TIME: 13/08/2025 21:56 PM

ADD ITEM BAG NEW Đá cấp 1, SL: 1 lý do: Nhặt từ Map: 62, TIME: 13/08/2025 21:56 PM

ADD ITEM BAG NEW Đá cấp 2, SL: 1 lý do: Ghép đá, TIME: 13/08/2025 21:56 PM

ADD ITEM BAG NEW Đá cấp 3, SL: 1 lý do: Ghép đá, TIME: 13/08/2025 21:56 PM

ADD ITEM BAG NEW Đá cấp 4, SL: 1 lý do: Ghép đá, TIME: 13/08/2025 21:56 PM

ADD BẠC KHÓA +7, tổng: 99999828 lý do: Nhặt từ Map, TIME: 13/08/2025 21:56 PM

ADD ITEM BAG NEW Đá cấp 1, SL: 1 lý do: Nhặt từ Map: 62, TIME: 13/08/2025 21:56 PM

ADD ITEM BAG XẾP CHỒNG NEW Nhân sâm (thượng hạng), SL: 1 lý do: Mua từ shop, TIME: 13/08/2025 21:57 PM

ADD BẠC KHÓA +10, tổng: 99999838 lý do: Nhặt từ Map, TIME: 13/08/2025 21:58 PM

ADD BẠC KHÓA +12, tổng: 99999850 lý do: Nhặt từ Map, TIME: 13/08/2025 21:58 PM

ADD BẠC KHÓA +20, tổng: 99999870 lý do: Nhặt từ Map, TIME: 13/08/2025 21:59 PM

ADD ITEM BAG NEW Đá cấp 4, SL: 1 lý do: Nhặt từ Map: 80, TIME: 13/08/2025 21:59 PM

ADD ITEM BAG NEW Đá cấp 5, SL: 1 lý do: Ghép đá, TIME: 13/08/2025 21:59 PM

ADD ITEM BAG XẾP CHỒNG NEW Bình MP cấp 40, SL: 100 lý do: Mua từ shop, TIME: 13/08/2025 21:59 PM

ADD BẠC KHÓA +15, tổng: 99918733 lý do: Nhặt từ Map, TIME: 13/08/2025 21:59 PM

ADD BẠC KHÓA +11, tổng: 99918744 lý do: Nhặt từ Map, TIME: 13/08/2025 21:59 PM

ADD BẠC KHÓA +14, tổng: 99918758 lý do: Nhặt từ Map, TIME: 13/08/2025 22:00 PM

ADD BẠC KHÓA +16, tổng: 99918774 lý do: Nhặt từ Map, TIME: 13/08/2025 22:00 PM

ADD BẠC KHÓA +19, tổng: 99918793 lý do: Nhặt từ Map, TIME: 13/08/2025 22:00 PM

ADD BẠC KHÓA +11, tổng: 99918804 lý do: Nhặt từ Map, TIME: 13/08/2025 22:00 PM

ADD BẠC KHÓA +17, tổng: 99918821 lý do: Nhặt từ Map, TIME: 13/08/2025 22:00 PM

ADD BẠC KHÓA +17, tổng: 99918838 lý do: Nhặt từ Map, TIME: 13/08/2025 22:00 PM

ADD BẠC KHÓA +19, tổng: 99918857 lý do: Nhặt từ Map, TIME: 13/08/2025 22:00 PM

ADD BẠC KHÓA +19, tổng: 99918876 lý do: Nhặt từ Map, TIME: 13/08/2025 22:00 PM

ADD BẠC KHÓA +16, tổng: 99918892 lý do: Nhặt từ Map, TIME: 13/08/2025 22:00 PM

ADD BẠC KHÓA +18, tổng: 99918910 lý do: Nhặt từ Map, TIME: 13/08/2025 22:01 PM

ADD ITEM BAG NEW Kỹ năng vĩ thú, SL: 1 lý do: Thử vận may, TIME: 13/08/2025 22:01 PM

ADD ITEM BAG NEW Nhẫn thuật sao chép sơ cấp, SL: 1 lý do: Thử vận may, TIME: 13/08/2025 22:01 PM

ADD ITEM BAG Xếp chồng Lông vĩ thú, SL: 2700 lý do: Thử vận may, TIME: 13/08/2025 22:01 PM

ADD ITEM BAG NEW Túi mở rộng cấp 4, SL: 1 lý do: Thử vận may, TIME: 13/08/2025 22:01 PM

ADD ITEM BAG Xếp chồng Lông vĩ thú, SL: 3000 lý do: Thử vận may, TIME: 13/08/2025 22:01 PM

ADD ITEM BAG NEW Túi mở rộng cấp 4, SL: 1 lý do: Thử vận may, TIME: 13/08/2025 22:01 PM

ADD ITEM BAG Xếp chồng Vỏ sò, SL: 18 lý do: Thử vận may, TIME: 13/08/2025 22:01 PM

ADD ITEM BAG NEW Kỹ năng vĩ thú đặc biệt, SL: 1 lý do: Thử vận may, TIME: 13/08/2025 22:01 PM

ADD ITEM BAG NEW Cải trang Obito Lục Đạo, SL: 1 lý do: Thử vận may, TIME: 13/08/2025 22:01 PM

ADD ITEM BAG NEW Kỹ năng vĩ thú, SL: 1 lý do: Thử vận may, TIME: 13/08/2025 22:01 PM

ADD ITEM BAG XẾP CHỒNG NEW Sách kỹ năng chiến đấu, SL: 10 lý do: Thử vận may, TIME: 13/08/2025 22:01 PM

ADD ITEM BAG NEW Kỹ năng vĩ thú, SL: 1 lý do: Thử vận may, TIME: 13/08/2025 22:01 PM

ADD ITEM BAG NEW Nhất vĩ, SL: 1 lý do: Đổi từ NPC 0, TIME: 13/08/2025 22:02 PM

ADD BẠC +7000000, tổng: 13000000 lý do: Đổi từ ngân khổ quan, TIME: 13/08/2025 22:03 PM

ADD BẠC +7000000, tổng: 20000000 lý do: Đổi từ ngân khổ quan, TIME: 13/08/2025 22:03 PM

ADD BẠC +7000000, tổng: 27000000 lý do: Đổi từ ngân khổ quan, TIME: 13/08/2025 22:03 PM

ADD ITEM BAG NEW Phong Ấn Thần Kiếm, SL: 1 lý do: Mua từ shop, TIME: 13/08/2025 22:03 PM

ADD ITEM BAG Xếp chồng Lông vĩ thú, SL: 2200 lý do: Thử vận may, TIME: 13/08/2025 22:04 PM

ADD ITEM BAG NEW Cải trang Obito Lục Đạo, SL: 1 lý do: Thử vận may, TIME: 13/08/2025 22:04 PM

ADD ITEM BAG NEW Túi mở rộng cấp 4, SL: 1 lý do: Thử vận may, TIME: 13/08/2025 22:04 PM

ADD ITEM BAG Xếp chồng Chakra vĩ thú, SL: 3776 lý do: Thử vận may, TIME: 13/08/2025 22:04 PM

ADD ITEM BAG NEW Đá cấp 12, SL: 1 lý do: Thử vận may, TIME: 13/08/2025 22:04 PM

ADD ITEM BAG NEW Sách nhẫn thuật đặc biệt, SL: 1 lý do: Thử vận may, TIME: 13/08/2025 22:04 PM

ADD ITEM BAG Xếp chồng Chakra vĩ thú, SL: 4276 lý do: Thử vận may, TIME: 13/08/2025 22:04 PM

ADD ITEM BAG NEW Sách tiềm năng (Sơ), SL: 1 lý do: Thử vận may, TIME: 13/08/2025 22:04 PM

ADD ITEM BAG Xếp chồng Sách kỹ năng chiến đấu, SL: 18 lý do: Thử vận may, TIME: 13/08/2025 22:04 PM

ADD ITEM BAG NEW Nhẫn thuật sao chép sơ cấp, SL: 1 lý do: Thử vận may, TIME: 13/08/2025 22:04 PM

ADD ITEM BAG Xếp chồng Chakra vĩ thú, SL: 4776 lý do: Thử vận may, TIME: 13/08/2025 22:04 PM

ADD ITEM BAG NEW Siêu bùa nổ, SL: 1 lý do: Thử vận may, TIME: 13/08/2025 22:04 PM

ADD ITEM BAG NEW Sách tiềm năng (Sơ), SL: 1 lý do: Thử vận may, TIME: 13/08/2025 22:04 PM

ADD ITEM BAG NEW Sách tiềm năng (Sơ), SL: 1 lý do: Thử vận may, TIME: 13/08/2025 22:04 PM

ADD ITEM BAG NEW Sách kỹ năng (Trung), SL: 1 lý do: Thử vận may, TIME: 13/08/2025 22:04 PM

ADD ITEM BAG Xếp chồng Chakra vĩ thú, SL: 5276 lý do: Thử vận may, TIME: 13/08/2025 22:04 PM

ADD ITEM BAG NEW Sách huyết kế giới hạn, SL: 1 lý do: Thử vận may, TIME: 13/08/2025 22:04 PM

ADD ITEM BAG NEW Cải trang Obito Lục Đạo, SL: 1 lý do: Thử vận may, TIME: 13/08/2025 22:04 PM

ADD ITEM BAG Xếp chồng Lông vĩ thú, SL: 2500 lý do: Thử vận may, TIME: 13/08/2025 22:04 PM

ADD ITEM BAG Xếp chồng Sách kỹ năng chiến đấu, SL: 28 lý do: Thử vận may, TIME: 13/08/2025 22:04 PM

ADD ITEM BAG Xếp chồng Lông vĩ thú, SL: 2700 lý do: Thử vận may, TIME: 13/08/2025 22:04 PM

ADD ITEM BAG NEW Sách kỹ năng chiến đấu cao cấp, SL: 1 lý do:  đổi sách, TIME: 13/08/2025 22:04 PM

ADD ITEM BAG Xếp chồng Chakra vĩ thú, SL: 6164 lý do: Thử vận may, TIME: 13/08/2025 22:04 PM

ADD ITEM BAG Xếp chồng Chakra vĩ thú, SL: 7164 lý do: Thử vận may, TIME: 13/08/2025 22:04 PM

ADD ITEM BAG NEW Túi mở rộng cấp 4, SL: 1 lý do: Thử vận may, TIME: 13/08/2025 22:04 PM

ADD ITEM BAG NEW Cải trang Obito Lục Đạo, SL: 1 lý do: Thử vận may, TIME: 13/08/2025 22:04 PM

ADD ITEM BAG NEW Sách kỹ năng (Sơ), SL: 1 lý do: Thử vận may, TIME: 13/08/2025 22:04 PM

ADD ITEM BAG NEW Siêu bùa nổ, SL: 1 lý do: Thử vận may, TIME: 13/08/2025 22:04 PM

ADD ITEM BAG Xếp chồng Lông vĩ thú, SL: 3200 lý do: Thử vận may, TIME: 13/08/2025 22:04 PM

ADD ITEM BAG Xếp chồng Chakra vĩ thú, SL: 7664 lý do: Thử vận may, TIME: 13/08/2025 22:04 PM

ADD ITEM BAG NEW Sách huyết kế giới hạn, SL: 1 lý do: Thử vận may, TIME: 13/08/2025 22:04 PM

ADD ITEM BAG NEW Sách kỹ năng (Trung), SL: 1 lý do: Thử vận may, TIME: 13/08/2025 22:04 PM

ADD ITEM BAG Xếp chồng Chakra vĩ thú, SL: 8164 lý do: Thử vận may, TIME: 13/08/2025 22:04 PM

ADD ITEM BAG NEW Nhẫn thuật sao chép cao cấp, SL: 1 lý do: Thử vận may, TIME: 13/08/2025 22:04 PM

ADD ITEM BAG NEW Đá cấp 11, SL: 1 lý do: Thử vận may, TIME: 13/08/2025 22:04 PM

ADD ITEM BAG Xếp chồng Sách kỹ năng chiến đấu, SL: 28 lý do: Thử vận may, TIME: 13/08/2025 22:04 PM

ADD ITEM BAG NEW Đá cấp 12, SL: 1 lý do: Thử vận may, TIME: 13/08/2025 22:04 PM

ADD ITEM BAG NEW Nhẫn thuật sao chép cao cấp, SL: 1 lý do: Thử vận may, TIME: 13/08/2025 22:04 PM

ADD ITEM BAG NEW Cải trang Obito Lục Đạo, SL: 1 lý do: Thử vận may, TIME: 13/08/2025 22:04 PM

ADD ITEM BAG Xếp chồng Chakra vĩ thú, SL: 9164 lý do: Thử vận may, TIME: 13/08/2025 22:04 PM

ADD ITEM BAG NEW Đá cấp 12, SL: 1 lý do: Thử vận may, TIME: 13/08/2025 22:04 PM

ADD ITEM BAG NEW Sách nhẫn thuật đặc biệt, SL: 1 lý do: Thử vận may, TIME: 13/08/2025 22:04 PM

ADD ITEM BAG NEW Sách tiềm năng (Sơ), SL: 1 lý do: Thử vận may, TIME: 13/08/2025 22:04 PM

ADD ITEM BAG NEW Sách nhẫn thuật đặc biệt, SL: 1 lý do: Thử vận may, TIME: 13/08/2025 22:04 PM

ADD ITEM BAG Xếp chồng Sách kỹ năng chiến đấu, SL: 38 lý do: Thử vận may, TIME: 13/08/2025 22:04 PM

ADD ITEM BAG Xếp chồng Chakra vĩ thú, SL: 9664 lý do: Thử vận may, TIME: 13/08/2025 22:04 PM

ADD ITEM BAG NEW Sách kỹ năng (Sơ), SL: 1 lý do: Thử vận may, TIME: 13/08/2025 22:04 PM

ADD ITEM BAG NEW Sách huyết kế giới hạn, SL: 1 lý do: Thử vận may, TIME: 13/08/2025 22:04 PM

ADD ITEM BAG Xếp chồng Chakra vĩ thú, SL: 10164 lý do: Thử vận may, TIME: 13/08/2025 22:04 PM

ADD ITEM BAG NEW Nhẫn thuật sao chép sơ cấp, SL: 1 lý do: Thử vận may, TIME: 13/08/2025 22:04 PM

ADD ITEM BAG NEW Nhẫn thuật sao chép cao cấp, SL: 1 lý do: Thử vận may, TIME: 13/08/2025 22:04 PM

ADD ITEM BAG NEW Sách tiềm năng (Sơ), SL: 1 lý do: Thử vận may, TIME: 13/08/2025 22:04 PM

ADD ITEM BAG NEW Siêu bùa nổ, SL: 1 lý do: Thử vận may, TIME: 13/08/2025 22:04 PM

ADD ITEM BAG Xếp chồng Chakra vĩ thú, SL: 11164 lý do: Thử vận may, TIME: 13/08/2025 22:04 PM

ADD ITEM BAG NEW Sách kỹ năng (Sơ), SL: 1 lý do: Thử vận may, TIME: 13/08/2025 22:04 PM

ADD ITEM BAG NEW Sách huyết kế giới hạn, SL: 1 lý do: Thử vận may, TIME: 13/08/2025 22:04 PM

ADD ITEM BAG Xếp chồng Chakra vĩ thú, SL: 12164 lý do: Thử vận may, TIME: 13/08/2025 22:05 PM

ADD ITEM BAG NEW Sách kỹ năng (Sơ), SL: 1 lý do: Thử vận may, TIME: 13/08/2025 22:05 PM

ADD ITEM BAG NEW Túi mở rộng cấp 4, SL: 1 lý do: Thử vận may, TIME: 13/08/2025 22:05 PM

ADD ITEM BAG NEW Kỹ năng vĩ thú, SL: 1 lý do: Thử vận may, TIME: 13/08/2025 22:05 PM

ADD ITEM BAG NEW Kỹ năng vĩ thú, SL: 1 lý do: Thử vận may, TIME: 13/08/2025 22:05 PM

ADD ITEM BAG NEW Kỹ năng vĩ thú, SL: 1 lý do: Thử vận may, TIME: 13/08/2025 22:05 PM

ADD ITEM BAG NEW Siêu bùa nổ, SL: 1 lý do: Thử vận may, TIME: 13/08/2025 22:05 PM

ADD ITEM BAG NEW Kỹ năng vĩ thú, SL: 1 lý do: Thử vận may, TIME: 13/08/2025 22:05 PM

ADD ITEM BAG Xếp chồng Chakra vĩ thú, SL: 12664 lý do: Thử vận may, TIME: 13/08/2025 22:05 PM

ADD ITEM BAG NEW Sách tiềm năng (Trung), SL: 1 lý do: Thử vận may, TIME: 13/08/2025 22:05 PM

ADD ITEM BAG Xếp chồng Chakra vĩ thú, SL: 13164 lý do: Thử vận may, TIME: 13/08/2025 22:05 PM

ADD ITEM BAG Xếp chồng Sách kỹ năng chiến đấu, SL: 48 lý do: Thử vận may, TIME: 13/08/2025 22:05 PM

ADD ITEM BAG NEW Siêu bùa nổ, SL: 1 lý do: Thử vận may, TIME: 13/08/2025 22:05 PM

ADD ITEM BAG NEW Nhẫn thuật sao chép sơ cấp, SL: 1 lý do: Thử vận may, TIME: 13/08/2025 22:05 PM

ADD ITEM BAG Xếp chồng Lông vĩ thú, SL: 3400 lý do: Thử vận may, TIME: 13/08/2025 22:05 PM

ADD ITEM BAG Xếp chồng Lông vĩ thú, SL: 3600 lý do: Thử vận may, TIME: 13/08/2025 22:05 PM

ADD ITEM BAG Xếp chồng Chakra vĩ thú, SL: 14052 lý do: Thử vận may, TIME: 13/08/2025 22:05 PM

ADD ITEM BAG NEW Cải trang Obito Lục Đạo, SL: 1 lý do: Thử vận may, TIME: 13/08/2025 22:05 PM

ADD ITEM BAG Xếp chồng Chakra vĩ thú, SL: 15052 lý do: Thử vận may, TIME: 13/08/2025 22:05 PM

ADD ITEM BAG Xếp chồng Sách kỹ năng chiến đấu, SL: 58 lý do: Thử vận may, TIME: 13/08/2025 22:05 PM

ADD ITEM BAG Xếp chồng Chakra vĩ thú, SL: 16052 lý do: Thử vận may, TIME: 13/08/2025 22:05 PM

ADD ITEM BAG NEW Sách tiềm năng (Trung), SL: 1 lý do: Thử vận may, TIME: 13/08/2025 22:05 PM

ADD BẠC KHÓA +50000000, tổng: 89918910 lý do: Đổi từ ngân khổ quan, TIME: 13/08/2025 22:06 PM

ADD BẠC KHÓA +50000000, tổng: 139918910 lý do: Đổi từ ngân khổ quan, TIME: 13/08/2025 22:06 PM

ADD BẠC KHÓA +50000000, tổng: 189918910 lý do: Đổi từ ngân khổ quan, TIME: 13/08/2025 22:06 PM

ADD BẠC KHÓA +50000000, tổng: 239918910 lý do: Đổi từ ngân khổ quan, TIME: 13/08/2025 22:06 PM

ADD ITEM BAG NEW Túi mở rộng cấp 4, SL: 1 lý do: Thử vận may, TIME: 13/08/2025 22:06 PM

ADD ITEM BAG Xếp chồng Chakra vĩ thú, SL: 16940 lý do: Thử vận may, TIME: 13/08/2025 22:06 PM

ADD ITEM BAG Xếp chồng Chakra vĩ thú, SL: 17440 lý do: Thử vận may, TIME: 13/08/2025 22:06 PM

ADD ITEM BAG NEW Đá cấp 12, SL: 1 lý do: Thử vận may, TIME: 13/08/2025 22:07 PM

ADD ITEM BAG NEW Sách nhẫn thuật đặc biệt, SL: 1 lý do: Thử vận may, TIME: 13/08/2025 22:07 PM

ADD ITEM BAG NEW Túi mở rộng cấp 4, SL: 1 lý do: Thử vận may, TIME: 13/08/2025 22:07 PM

ADD ITEM BAG NEW Sách kỹ năng (Trung), SL: 1 lý do: Thử vận may, TIME: 13/08/2025 22:07 PM

ADD ITEM BAG Xếp chồng Vỏ sò, SL: 23 lý do: Thử vận may, TIME: 13/08/2025 22:07 PM

ADD ITEM BAG Xếp chồng Sách kỹ năng chiến đấu, SL: 68 lý do: Thử vận may, TIME: 13/08/2025 22:07 PM

ADD ITEM BAG NEW Sách tiềm năng (Sơ), SL: 1 lý do: Thử vận may, TIME: 13/08/2025 22:07 PM

ADD ITEM BAG Xếp chồng Chakra vĩ thú, SL: 18328 lý do: Thử vận may, TIME: 13/08/2025 22:07 PM

ADD ITEM BAG Xếp chồng Chakra vĩ thú, SL: 18828 lý do: Thử vận may, TIME: 13/08/2025 22:07 PM

ADD ITEM BAG NEW Nhẫn thuật sao chép sơ cấp, SL: 1 lý do: Thử vận may, TIME: 13/08/2025 22:07 PM

ADD ITEM BAG NEW Sách tiềm năng (Sơ), SL: 1 lý do: Thử vận may, TIME: 13/08/2025 22:07 PM

ADD ITEM BAG NEW Cải trang Obito Lục Đạo, SL: 1 lý do: Thử vận may, TIME: 13/08/2025 22:07 PM

ADD ITEM BAG NEW Sách kỹ năng (Sơ), SL: 1 lý do: Thử vận may, TIME: 13/08/2025 22:07 PM

ADD ITEM BAG NEW Đá cấp 12, SL: 1 lý do: Thử vận may, TIME: 13/08/2025 22:07 PM

ADD ITEM BAG Xếp chồng Chakra vĩ thú, SL: 19828 lý do: Thử vận may, TIME: 13/08/2025 22:07 PM

ADD ITEM BAG NEW Sách huyết kế giới hạn, SL: 1 lý do: Thử vận may, TIME: 13/08/2025 22:07 PM

ADD ITEM BAG NEW Nhẫn thuật sao chép sơ cấp, SL: 1 lý do: Thử vận may, TIME: 13/08/2025 22:07 PM

ADD ITEM BAG Xếp chồng Chakra vĩ thú, SL: 20828 lý do: Thử vận may, TIME: 13/08/2025 22:07 PM

ADD ITEM BAG NEW Sách tiềm năng (Sơ), SL: 1 lý do: Thử vận may, TIME: 13/08/2025 22:07 PM

ADD ITEM BAG NEW Sách kỹ năng (Trung), SL: 1 lý do: Thử vận may, TIME: 13/08/2025 22:07 PM

ADD ITEM BAG NEW Đá cấp 11, SL: 1 lý do: Thử vận may, TIME: 13/08/2025 22:07 PM

ADD ITEM BAG Xếp chồng Chakra vĩ thú, SL: 21828 lý do: Thử vận may, TIME: 13/08/2025 22:07 PM

ADD ITEM BAG Xếp chồng Chakra vĩ thú, SL: 22716 lý do: Thử vận may, TIME: 13/08/2025 22:07 PM

ADD ITEM BAG Xếp chồng Chakra vĩ thú, SL: 23216 lý do: Thử vận may, TIME: 13/08/2025 22:07 PM

